"X","Y","Type","Class"
144.375,-16.7083333333333,1,"2"
17.2083333333333,-16.625,1,"1"
22.7916666666667,-16.625,1,"1"
24.875,-16.625,1,"1"
33.2083333333333,-16.625,1,"1"
37.375,-16.625,1,"1"
144.208333333333,-16.625,1,"2"
-66.625,-16.5416666666667,1,"2"
17.2083333333333,-16.5416666666667,1,"1"
18.0416666666667,-16.5416666666667,1,"1"
19.9583333333333,-16.5416666666667,1,"1"
34.125,-16.5416666666667,1,"1"
16.7916666666667,-16.4583333333333,1,"2"
18.875,-16.4583333333333,1,"1"
37.2083333333333,-16.4583333333333,1,"1"
38.5416666666667,-16.4583333333333,1,"1"
49.625,-16.4583333333333,1,"1"
-56.7916666666667,-16.375,1,"1"
18.125,-16.375,1,"1"
38.125,-16.375,1,"1"
-63.125,-16.2916666666667,1,"1"
-60.875,-16.2916666666667,1,"1"
-56.125,-16.2916666666667,1,"1"
17.9583333333333,-16.2916666666667,1,"1"
33.125,-16.2916666666667,1,"1"
38.7083333333333,-16.2916666666667,1,"1"
135.041666666667,-16.2916666666667,1,"1"
25.2083333333333,-16.2083333333333,1,"1"
26.875,-16.2083333333333,1,"1"
31.7916666666667,-16.2083333333333,1,"1"
38.125,-16.2083333333333,1,"1"
21.5416666666667,-16.125,1,"1"
27.0416666666667,-16.125,1,"1"
28.2083333333333,-16.125,1,"1"
28.2916666666667,-16.125,1,"1"
31.625,-16.125,1,"1"
32.0416666666667,-16.125,1,"1"
34.0416666666667,-16.125,1,"1"
49.0416666666667,-16.125,1,"1"
143.541666666667,-16.125,1,"1"
-63.2083333333333,-16.0416666666667,1,"1"
-58.2916666666667,-16.0416666666667,1,"1"
-58.125,-16.0416666666667,1,"1"
26.875,-16.0416666666667,1,"1"
28.2083333333333,-16.0416666666667,1,"1"
32.625,-16.0416666666667,1,"1"
-61.0416666666667,-15.9583333333333,1,"1"
20.125,-15.9583333333333,1,"1"
24.2083333333333,-15.9583333333333,1,"2"
38.125,-15.9583333333333,1,"1"
47.4583333333333,-15.9583333333333,1,"1"
135.958333333333,-15.9583333333333,1,"1"
144.708333333333,-15.9583333333333,1,"2"
-63.2916666666667,-15.875,1,"1"
25.375,-15.875,1,"1"
25.4583333333333,-15.875,1,"1"
28.7916666666667,-15.875,1,"1"
40.2083333333333,-15.875,1,"1"
49.2916666666667,-15.875,1,"1"
144.625,-15.875,1,"2"
-63.375,-15.7916666666667,1,"1"
-61.4583333333333,-15.7916666666667,1,"1"
15.9583333333333,-15.7916666666667,1,"1"
29.5416666666667,-15.7916666666667,1,"1"
35.875,-15.7916666666667,1,"1"
136.291666666667,-15.7916666666667,1,"1"
-74.2083333333333,-15.7083333333333,1,"2"
-52.7916666666667,-15.7083333333333,1,"2"
25.625,-15.7083333333333,1,"1"
27.375,-15.7083333333333,1,"1"
27.9583333333333,-15.7083333333333,1,"2"
29.2916666666667,-15.7083333333333,1,"1"
38.4583333333333,-15.7083333333333,1,"1"
-71.625,-15.625,1,"2"
26.375,-15.625,1,"1"
27.4583333333333,-15.625,1,"1"
